@relation 'telco_labFour-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R4,6'

@attribute region numeric
@attribute townsize numeric
@attribute gender numeric
@attribute agecat numeric
@attribute edcat numeric
@attribute income numeric
@attribute debtinc numeric
@attribute churn numeric

@data
3,4,0,4,1,45,21.9,0
5,4,1,6,5,13,8.3,0
3,1,0,5,2,54,17.1,0
1,1,1,5,3,74,13.5,0
3,1,0,6,4,66,4.7,0
4,2,1,4,4,32,11,0
3,1,1,6,4,34,12.2,0
1,1,0,5,4,126,10.8,0
1,3,1,5,2,51,5.9,0
2,5,0,5,1,15,11.2,0
2,4,1,6,4,88,1.3,0
4,5,1,4,2,46,8.2,0
3,2,1,3,4,12,19.2,1
3,4,1,4,4,33,7.8,0
2,2,0,4,3,56,10.8,1
4,3,0,5,3,196,17.6,0
1,3,1,6,4,17,5.9,0
2,1,0,6,1,35,5.7,0
1,1,1,6,1,15,5.4,0
2,2,0,6,3,24,10.1,0
1,4,1,2,4,23,5.2,0
3,1,1,5,4,12,12.7,0
4,3,0,2,2,12,6.4,0
5,2,0,5,2,245,14.3,0
2,4,0,5,2,81,8.7,0
5,4,0,4,2,80,4.2,0
1,2,1,3,4,95,7.3,1
5,4,1,4,1,40,7.4,0
5,4,1,4,3,71,8.4,0
3,1,0,5,1,48,8,0
5,4,0,2,4,28,11.4,1
3,3,1,2,3,19,6.9,0
4,5,1,2,2,17,9.1,0
1,1,0,2,2,23,15,0
5,5,0,6,5,27,10.2,1
4,5,0,6,2,39,15.2,0
1,2,0,6,4,14,4.8,0
5,5,0,2,2,18,7.1,0
1,1,0,5,1,32,12.9,0
3,1,1,5,2,88,7,0
1,1,1,6,5,14,2.1,0
3,3,0,2,4,26,17.4,1
5,3,0,6,4,160,8,0
5,4,1,3,2,26,6.2,0
5,3,0,6,5,61,5,0
2,1,0,6,1,12,5.4,0
2,2,0,6,3,137,12.8,0
1,4,1,3,1,29,14.4,0
1,1,1,4,2,38,11.4,0
2,1,1,2,1,31,22.3,1
4,3,1,3,2,19,5.1,0
1,1,0,5,3,105,11.9,0
2,4,1,4,5,69,21.3,1
3,2,0,2,2,24,7,0
1,1,0,4,4,184,9.9,1
2,1,1,5,4,145,20.4,0
5,3,0,2,4,28,7.6,1
2,1,1,3,2,43,32.3,1
1,1,1,6,2,72,8,0
2,4,1,3,4,25,18.4,0
2,2,1,5,4,31,17.5,0
2,4,0,4,4,54,7,1
5,4,1,4,5,45,10.3,0
2,5,1,4,1,32,6.2,0
5,5,0,6,2,38,22.1,0
5,3,1,4,5,59,9.3,1
3,2,1,5,3,34,5.5,0
3,5,0,6,3,70,12.2,0
3,3,1,5,1,32,8.6,0
2,3,1,2,2,14,6.5,0
4,3,1,6,3,15,16,1
1,2,1,2,1,30,3.9,1
5,3,1,3,2,25,7,0
3,1,1,3,5,15,13.7,0
4,4,1,2,2,16,2.8,0
5,2,1,5,2,36,14.6,0
3,4,1,4,1,16,6.3,0
3,1,1,5,3,24,2.5,0
1,3,0,3,1,21,7.2,0
4,4,0,5,1,28,1.7,0
2,5,0,5,3,89,5.9,1
4,2,0,4,1,34,2.7,0
2,2,1,5,1,68,8.3,0
2,2,0,3,4,32,5.9,1
4,4,0,3,3,31,1.3,1
3,1,0,3,2,21,6.9,0
5,4,1,6,4,10,6.5,0
3,1,0,5,4,90,23.5,0
3,3,1,6,5,89,7.6,0
3,1,0,4,2,63,10.2,0
3,2,0,3,1,38,13,0
3,4,1,3,5,38,9.8,0
2,4,1,5,4,41,1.6,0
3,3,1,4,2,19,11.6,0
2,2,1,4,1,30,28.9,0
2,4,0,6,1,34,22.3,0
4,2,1,4,3,39,4.3,0
3,1,1,2,2,35,8.1,0
4,1,0,4,1,21,8.5,0
2,3,1,6,3,17,16.8,0
1,1,1,3,2,21,9,0
2,3,0,6,1,25,18,0
5,5,0,5,4,54,18.8,0
3,2,1,6,2,12,5.6,0
4,3,0,4,4,45,3.9,0
3,2,0,4,1,28,6.7,0
2,1,1,4,4,31,6.2,0
1,4,0,6,2,39,11.2,1
2,2,1,3,2,25,17.5,1
1,4,0,5,4,143,11.5,0
1,2,0,5,2,51,16.3,0
5,5,1,6,2,10,4.6,0
3,1,0,5,5,642,4.6,1
5,3,1,5,3,59,21.8,0
3,1,1,4,2,59,5.6,1
4,1,0,6,2,56,9,0
5,4,1,4,4,76,18.3,1
5,3,0,4,5,19,15.5,1
2,1,1,4,4,22,11.5,0
2,2,1,4,3,76,21.8,0
1,2,0,4,4,110,24.8,0
4,1,0,4,3,52,5.1,0
4,1,1,5,2,76,3.6,0
1,1,0,5,4,36,21.8,0
2,2,0,6,2,11,12,0
1,5,1,4,1,37,5.7,1
3,2,1,3,4,24,4.1,0
5,1,1,4,5,32,7,0
1,2,1,4,4,96,16,0
3,2,0,5,4,151,4.3,0
3,1,0,4,4,83,18.7,1
5,4,1,4,2,89,10,0
5,4,0,4,3,42,10.3,0
2,2,1,3,3,31,5.6,1
4,5,1,5,3,43,4.4,0
2,2,0,3,5,23,12.1,1
2,3,0,6,2,17,0.3,0
1,4,1,5,2,41,7.4,0
3,3,0,4,4,92,11,1
4,1,1,6,3,13,4,0
4,5,1,3,3,27,15.3,1
4,3,1,4,1,37,4.4,0
5,5,1,4,1,92,20.2,0
1,5,0,3,5,48,2.3,1
2,2,1,4,2,72,3.4,0
5,4,0,3,4,17,13.2,1
4,3,1,6,1,56,2.7,0
2,2,0,5,3,82,16.4,0
5,4,1,5,1,44,15.5,0
5,3,0,4,4,39,6.4,1
1,4,1,6,3,36,11.6,0
4,1,1,3,4,72,7.2,1
4,3,0,6,3,273,6,0
1,1,0,4,5,91,5.5,0
2,3,1,6,2,15,19.7,0
1,1,0,5,3,52,9.7,1
2,2,0,2,2,14,10.4,0
1,1,0,5,4,93,6.5,0
1,1,0,5,2,56,3.4,0
1,2,0,4,3,68,13.9,1
3,1,0,5,5,183,14.3,0
5,5,1,4,5,43,12.7,1
2,3,1,5,2,40,18.7,0
1,5,0,4,4,69,6.7,0
4,3,0,5,4,9,6.5,1
1,2,1,4,3,54,5.1,0
5,5,1,4,4,48,10.5,0
4,4,0,6,1,27,20.1,0
2,3,1,5,1,47,0.7,0
4,5,1,4,2,60,0.2,0
2,4,1,3,3,35,1.7,0
4,3,1,3,3,51,3.5,0
4,1,0,5,3,30,17.3,0
4,4,0,6,1,40,11.6,0
2,2,0,6,5,68,3.8,0
3,2,0,6,1,24,4.7,0
1,1,1,5,1,29,6.7,0
3,2,1,5,5,37,15.5,1
2,1,1,3,2,50,2.8,0
3,5,0,2,4,64,5.1,0
2,1,0,6,4,51,14.6,0
1,2,1,2,2,21,6.8,0
3,2,1,6,1,27,3.2,0
1,1,1,6,2,9,12.2,0
1,1,1,4,1,38,9.6,0
2,2,1,6,1,14,11.4,0
3,2,1,5,2,157,12.2,0
4,3,1,5,2,18,15.9,0
5,5,1,5,3,122,2.6,0
5,5,0,5,1,232,2.5,0
5,2,0,5,4,34,6.5,1
4,1,0,2,3,20,29.2,0
1,5,1,5,1,62,1.8,0
3,3,0,3,5,57,4.4,0
4,4,1,5,5,50,0.8,0
3,3,0,2,3,52,4.8,1
4,1,0,6,3,22,19,0
3,1,0,5,4,30,16,1
2,2,0,6,1,9,3.1,0
1,1,0,6,1,64,10.6,0
3,3,0,3,2,32,1.8,1
5,2,1,6,3,38,0.7,0
4,4,0,6,2,20,6.8,0
3,2,1,3,1,36,6.5,0
5,5,1,4,3,46,5.8,0
2,2,0,2,3,15,10.2,1
3,2,0,3,2,24,11.5,0
1,1,0,6,2,21,5.9,0
4,4,1,3,5,81,6.1,1
5,5,1,4,4,145,7.3,0
4,2,0,4,3,24,7,1
2,2,1,6,1,12,15.1,0
3,4,1,4,1,79,24.3,0
2,3,1,5,2,12,17.3,0
3,3,1,6,3,24,13.9,0
3,3,0,2,3,38,4.7,0
3,5,0,5,2,30,15.5,0
4,1,0,4,4,119,10.6,0
1,4,0,2,3,18,15.9,1
5,5,1,5,1,10,6.8,0
2,5,1,5,3,50,1.8,1
1,3,1,3,1,31,11.3,0
1,2,1,6,3,48,11.2,0
1,1,1,3,1,23,1.8,0
2,5,0,6,2,18,4.9,0
2,3,1,4,1,26,4.2,0
5,2,0,6,2,91,4.3,0
5,1,0,6,2,17,6,0
5,3,0,2,2,29,2.6,0
3,1,1,6,4,70,10.6,0
5,3,0,2,4,22,3.9,1
3,3,0,4,2,32,4.3,0
4,4,0,3,4,113,2.3,0
4,4,1,2,1,26,8.2,0
3,1,1,3,4,91,18.7,0
1,3,0,6,3,12,1.6,0
3,4,1,2,4,30,9.5,1
3,3,0,4,4,75,6.9,0
4,1,1,3,1,47,9.6,0
1,4,0,3,4,49,14.1,0
1,4,0,3,4,30,13.5,0
3,1,1,6,1,59,8.3,0
2,3,1,2,1,18,10.6,1
4,3,0,2,2,15,25.7,0
1,2,1,3,5,55,4.5,1
1,1,0,5,4,128,11.3,0
5,3,0,5,3,103,9.9,0
3,1,0,5,2,70,17,0
5,4,0,6,4,62,6.8,0
4,4,0,4,3,53,0.8,0
3,1,0,2,1,14,9.9,0
4,1,0,4,5,122,12.2,0
1,4,0,4,2,26,4.6,0
2,2,0,2,3,38,10.5,1
5,5,1,6,2,50,3.7,0
1,2,0,6,3,12,25.2,1
2,2,1,4,2,100,20.8,0
5,4,1,4,3,33,6.2,0
3,4,1,2,1,18,0.8,0
5,4,0,6,2,10,7.4,0
3,5,1,3,4,38,17.9,1
2,3,1,6,4,34,9.3,0
3,1,0,3,3,34,24.2,1
3,1,1,6,3,15,6.2,0
5,4,0,5,1,38,5.1,0
2,5,1,5,2,173,15.4,0
3,2,0,4,1,38,2,0
4,1,1,6,2,10,8.4,0
1,1,0,4,3,26,4.5,0
1,1,1,6,1,13,18.1,0
1,2,1,4,4,26,15,0
5,5,0,4,2,60,2.5,1
2,1,1,5,4,55,3.6,1
1,1,0,5,4,211,12.2,0
2,2,1,2,2,27,5.6,0
3,4,1,2,2,32,10.9,1
2,1,0,3,4,25,6.5,0
3,1,0,5,4,101,23.3,0
1,3,1,3,4,30,4,1
1,1,0,3,2,32,4.7,0
3,2,0,6,4,18,0.6,0
4,3,0,2,1,39,6.8,0
1,5,0,3,4,81,9.2,1
3,1,1,2,4,31,8.8,1
1,1,1,6,2,26,6.6,0
5,5,0,5,3,220,11.3,0
5,5,1,4,4,150,5.4,0
3,3,1,3,3,32,4.4,1
1,2,1,6,5,58,6.1,0
2,2,0,3,4,50,10.6,0
5,5,0,6,1,64,3.8,0
1,2,0,5,4,174,9.1,0
4,5,0,4,4,55,7.9,0
3,1,1,2,2,25,7.2,1
4,3,0,3,4,67,2.8,1
5,2,1,6,2,21,2.1,0
1,2,0,4,1,34,10.4,0
4,2,0,6,4,11,5.7,0
1,2,0,6,2,15,20.4,0
5,5,0,6,1,9,9.5,0
5,4,0,2,4,43,3.3,0
5,3,1,6,3,66,8.2,0
5,4,0,2,4,18,11,1
3,1,1,6,4,13,5.3,0
5,5,1,4,4,28,11.9,1
4,5,0,3,2,28,7,0
2,1,0,5,1,84,13,0
4,4,1,4,4,33,28,0
3,3,0,6,4,55,12.3,0
2,4,1,4,5,84,9.2,1
3,3,1,5,3,62,8.7,0
4,5,1,3,2,25,24.4,0
1,1,0,4,1,21,5.1,0
5,2,0,5,3,144,19.4,0
2,5,0,5,4,146,17.4,0
5,5,1,3,5,46,10.1,1
4,5,0,6,2,34,33.3,0
3,2,1,6,1,87,5.3,0
1,2,0,5,3,12,14.9,0
3,4,0,5,2,110,16.5,0
4,1,0,2,2,18,7.8,0
1,4,0,4,2,36,12,0
4,2,1,3,5,64,7.6,0
1,1,0,5,4,83,3.7,1
3,5,1,6,4,22,11,0
1,3,0,5,3,105,8.9,0
2,1,0,5,2,62,7.3,0
2,1,1,3,2,30,7.6,1
1,3,0,4,3,73,9.4,0
4,2,0,3,1,23,5,0
2,1,0,2,2,24,17.1,0
2,1,0,6,1,126,24.4,0
2,4,1,6,4,27,15.8,0
2,1,0,4,3,38,15.4,1
3,3,0,4,2,33,10,1
2,1,1,4,1,31,1,0
5,5,1,6,5,49,19.4,0
3,4,0,4,4,153,10.3,0
1,1,0,6,5,126,3,0
5,5,0,2,2,33,7.5,1
5,5,0,2,2,20,11.1,0
3,4,1,5,5,58,14.6,1
2,4,0,5,4,43,6.9,0
4,4,1,6,2,242,11.6,0
5,5,1,6,2,108,4.6,0
3,5,1,5,1,27,12.4,0
1,1,1,6,3,11,10,0
1,1,1,5,4,35,9,0
1,2,1,3,5,52,4.5,1
2,3,0,3,3,21,18.2,1
5,4,1,6,3,43,3.2,0
2,1,1,2,2,23,6.6,0
3,5,0,4,4,107,10.1,0
3,1,1,2,2,24,13.2,0
3,4,0,4,1,49,25.8,1
4,5,0,2,4,13,10.5,0
2,2,1,3,3,25,2.5,0
4,3,1,5,2,70,3.7,0
5,4,1,5,3,72,13.6,0
2,4,1,5,2,57,3.2,0
4,4,0,3,5,34,9.3,1
3,1,1,4,1,28,5.5,1
5,2,1,5,3,147,3.9,0
2,2,0,3,2,30,18.9,0
2,1,1,4,5,31,18.4,1
1,4,0,2,3,45,1.8,1
2,1,0,4,2,53,10.6,0
4,5,0,6,2,72,9.5,0
1,1,0,6,2,91,17.1,0
2,4,0,6,3,16,10.5,0
4,2,0,4,3,41,28.4,0
2,3,1,2,1,17,6.6,0
4,2,0,2,4,31,13,1
3,1,1,2,3,25,28.3,0
5,5,1,6,3,32,4.8,0
5,3,0,3,4,56,23.2,1
2,1,1,4,1,48,2.9,0
5,5,1,4,4,44,3.9,0
4,4,1,3,4,43,12.1,0
4,3,0,2,2,19,2.6,0
1,2,1,5,2,72,2.3,0
2,1,1,4,2,17,6.6,0
1,2,0,6,2,99,10.6,0
2,4,0,2,3,14,24.2,0
5,2,1,4,1,88,8.9,0
2,1,1,6,1,24,8.3,0
3,2,1,5,2,165,25.2,0
2,5,1,5,4,61,5.4,0
3,1,1,4,2,50,10.2,0
5,3,1,3,2,68,8.9,0
5,5,0,4,4,85,3.8,1
2,1,0,5,2,38,21.7,0
5,1,0,3,5,62,1.4,1
5,5,0,6,4,30,5.4,0
5,1,0,5,2,76,4.9,0
1,1,1,2,3,20,9.5,0
5,5,1,4,4,61,2.3,0
2,3,1,4,4,90,22,1
1,3,0,4,2,31,12.5,0
2,5,1,6,1,16,5.2,0
5,5,1,6,1,65,13.2,0
2,2,1,2,4,23,20.5,0
2,1,0,3,1,17,12.1,0
4,3,0,6,2,14,6.7,0
1,1,1,6,2,72,15.2,0
1,1,0,6,2,17,16.4,1
2,4,1,3,2,27,15.9,0
3,4,1,2,4,29,18.3,0
1,2,0,3,2,22,10.4,1
1,1,1,2,2,22,5.1,1
1,1,0,4,5,33,5,1
1,3,0,5,4,47,10.2,0
5,5,0,5,2,49,2.5,0
5,1,1,6,1,54,7.5,0
5,5,1,5,1,75,5.7,0
3,5,0,4,2,74,3,1
5,1,1,5,3,64,3.6,0
5,3,0,6,2,27,4.3,1
4,2,0,3,3,22,4.4,0
3,2,1,2,2,18,20.9,1
5,4,1,4,4,139,8.7,1
2,1,1,6,1,171,8.8,0
5,5,1,3,3,82,2.8,1
2,2,0,6,2,171,14.9,0
3,1,0,5,4,173,5.9,0
2,1,1,5,2,56,14.6,0
5,3,1,6,1,221,4,0
4,1,0,5,5,63,21.5,0
5,1,1,2,2,21,1,0
5,5,1,4,2,36,14.7,0
4,4,1,6,3,35,10.2,0
1,2,0,5,2,10,5.1,0
2,4,0,5,2,163,3.2,0
5,3,1,5,1,10,14.9,0
3,3,1,4,5,184,6.1,0
1,1,1,2,3,15,4.4,0
1,1,0,6,3,14,7.9,0
3,2,0,6,4,11,8.7,0
1,4,0,4,5,31,25,0
1,4,0,6,1,12,9.6,0
5,4,0,2,2,18,3.6,0
1,1,1,4,5,66,0.9,0
3,4,0,6,1,9,6.3,0
4,1,0,4,2,103,5,0
4,5,0,6,2,19,11.7,0
2,4,0,4,4,60,15.2,0
3,3,0,5,4,53,3.4,0
1,1,0,6,2,12,3.9,1
4,2,0,6,1,12,2.8,0
4,2,1,2,3,13,2.6,0
2,1,1,5,5,46,3.4,1
1,3,0,3,3,20,4.4,0
4,2,1,2,1,22,11.5,0
4,3,1,5,2,60,5.3,0
4,4,1,5,4,64,12.3,0
1,2,1,6,2,17,27.8,0
1,2,0,4,2,110,5.4,1
1,1,0,5,4,108,13.9,0
5,3,1,5,1,48,12.2,0
1,1,1,2,1,17,3.8,0
4,3,1,4,5,58,16.1,0
1,1,0,4,1,31,11.7,0
5,5,1,4,2,29,6,0
5,5,0,3,2,22,10.3,0
2,4,0,4,2,26,6.4,0
5,3,0,4,2,22,8,1
2,3,0,2,2,17,12.9,1
5,3,1,5,2,57,13.4,0
3,1,0,4,2,86,5.8,0
4,5,0,6,2,46,4.9,0
1,1,1,3,5,37,17.9,1
3,5,1,5,1,41,17.5,0
1,3,1,3,1,29,5.8,0
1,1,0,3,2,18,6,1
5,5,1,5,2,39,5.8,0
3,3,1,3,2,42,1.4,0
1,1,1,4,2,46,11.5,1
5,4,0,4,1,59,4.2,0
1,3,0,6,4,40,6.7,0
2,1,1,6,3,40,9.6,1
1,1,1,4,4,68,11.5,0
5,5,0,6,5,9,6.9,0
3,2,1,2,2,19,12.1,0
4,3,1,2,2,40,32.1,0
3,3,0,6,1,32,10.7,0
1,1,0,6,3,23,20.4,0
5,1,0,4,2,59,7.7,0
4,4,1,3,2,27,2.5,0
5,3,1,2,1,21,6.3,1
5,5,0,3,1,23,2.3,0
4,1,1,6,2,26,4.4,0
5,2,1,6,4,17,5.6,0
2,2,0,2,3,37,5.5,0
4,2,0,4,4,73,4.3,0
1,1,0,6,4,10,20,0
2,1,0,5,2,44,2.5,0
4,3,1,5,5,26,5.5,0
3,3,0,2,1,16,7.4,0
5,5,0,6,4,12,8.7,0
3,4,1,6,2,21,19.5,0
3,5,1,3,3,29,16.4,1
3,2,0,3,3,21,22.8,1
4,2,0,6,1,34,12.3,0
3,2,1,3,2,77,8.1,1
4,4,1,6,5,65,6.7,1
2,3,1,4,2,38,8.6,0
3,1,0,5,4,86,8.8,1
3,2,0,2,2,19,10.8,1
5,5,1,3,2,16,12.5,0
2,2,1,2,1,29,1.4,1
3,3,1,5,2,31,2.5,0
3,3,1,5,2,35,10,1
2,1,0,4,4,69,3.7,0
4,2,1,4,2,36,3.4,0
5,5,0,6,2,41,13,1
3,4,1,4,2,79,7.1,0
2,1,0,5,2,34,1.6,0
3,1,1,4,2,38,10.1,0
1,1,1,6,3,45,3,0
1,1,0,5,1,51,5.7,0
1,1,1,4,4,23,1.5,0
3,3,0,5,2,60,4.1,0
4,1,1,4,3,59,13.7,0
5,3,0,6,3,526,10.2,0
5,2,1,6,1,10,3.8,0
1,1,1,2,2,21,4.2,1
2,1,1,3,2,42,15.1,1
3,5,1,5,1,59,8.4,0
2,3,0,4,2,55,15.4,0
1,1,0,6,2,47,11.6,1
4,2,1,4,1,41,8.6,0
1,1,1,4,3,33,12,1
5,1,0,4,2,59,3.5,0
3,2,0,6,4,100,4.3,0
2,1,0,2,1,24,1.2,0
2,2,0,5,1,26,2.9,0
5,2,0,2,3,27,1.5,0
3,3,0,5,3,181,9,0
2,4,0,4,3,40,11.1,0
3,2,1,3,4,20,4.6,0
4,2,0,2,2,18,2,0
1,5,0,2,2,46,11.1,0
3,2,1,4,5,44,8.7,1
4,2,1,4,3,46,5.2,0
2,1,1,6,2,39,6.9,0
5,5,1,5,1,73,5.1,0
5,1,1,6,1,22,6.2,0
2,4,0,5,2,39,4.4,0
2,1,0,5,4,68,3.6,0
1,1,1,5,2,283,15.4,0
2,1,1,2,4,22,7.1,1
2,1,0,4,3,168,10.8,1
2,4,0,2,3,15,10.5,0
2,1,0,4,4,45,18.6,1
3,3,0,2,3,43,4.9,1
4,1,1,4,4,69,7.6,1
3,1,0,3,3,29,10.7,0
3,3,0,4,2,50,11.9,0
4,4,1,5,4,252,12.5,0
2,4,1,4,3,19,2.2,0
4,4,0,5,2,58,4.4,0
3,4,0,2,2,16,17.4,1
5,5,1,4,3,42,7.6,1
5,1,1,5,3,224,25.4,1
5,2,1,4,3,60,6.1,0
4,2,0,4,3,66,15,1
4,1,0,6,5,279,4.3,0
1,2,0,6,1,17,5,0
2,4,1,4,2,45,18,0
2,2,1,6,1,40,18.6,0
2,2,0,3,2,19,8.1,0
1,2,1,6,2,78,5.7,0
4,3,0,5,4,93,11.9,0
3,2,0,5,2,22,14.3,0
1,2,1,5,2,55,19.2,0
3,5,0,5,4,161,6.2,1
4,5,1,3,4,25,16.8,0
4,4,1,6,4,32,24.1,0
4,4,0,2,4,19,4.2,0
5,5,1,4,2,58,12.8,0
3,3,0,3,4,25,5.3,1
4,3,1,4,2,62,0.6,0
4,5,0,6,1,22,7.4,0
3,1,1,3,3,66,6.1,0
4,1,0,2,2,14,8.6,0
1,3,1,6,5,31,13.2,0
5,1,1,3,2,37,4.3,0
1,1,0,5,3,124,19.5,0
2,4,1,3,2,29,1,0
1,4,0,3,1,22,16.2,0
2,1,0,6,1,13,19.8,0
1,2,1,2,3,23,2.2,0
3,5,1,3,2,23,33.4,0
5,5,1,5,2,48,8.3,0
4,5,0,4,1,25,4.8,0
4,5,1,4,1,36,14.4,1
2,4,0,2,3,41,8,0
3,4,1,2,2,25,17.2,0
1,1,1,3,4,42,24.7,0
2,5,0,5,4,57,7.7,1
1,2,1,2,2,22,3.2,1
1,1,1,6,3,10,3.9,0
4,4,1,4,5,88,6.4,0
1,1,1,5,1,67,23.2,0
4,1,0,6,2,16,33.8,0
4,3,0,4,2,50,2.3,0
3,4,0,6,1,57,11,0
3,1,1,3,2,45,4.4,0
2,1,0,4,2,51,15.4,0
1,1,0,5,5,82,6.5,1
1,1,1,4,5,35,16,0
1,1,0,2,2,48,5.7,0
2,2,1,5,5,82,5.5,0
2,1,0,4,2,59,8.9,0
2,2,1,5,2,133,8.5,0
2,1,0,4,2,36,13.1,1
2,2,0,4,4,24,15.6,0
2,3,1,2,3,23,38.2,1
4,2,1,3,2,45,9.2,0
1,4,1,3,5,40,8,1
5,4,0,3,5,42,5.7,1
3,3,0,6,1,34,6.8,0
3,1,1,4,2,34,2.6,0
1,1,1,5,1,14,20.1,0
1,1,1,3,3,25,3,1
3,4,0,2,3,23,9.4,0
4,1,0,5,3,55,15.3,0
2,1,1,6,2,79,7.5,0
1,1,0,6,4,32,2.5,0
2,2,1,5,1,86,2.1,0
1,1,0,6,4,9,18.3,0
4,4,1,5,2,158,17.1,0
5,4,1,3,2,22,1.9,0
1,3,1,6,3,9,16.9,0
5,4,1,4,2,38,4.4,1
1,1,0,2,1,15,10.5,0
1,1,1,4,4,45,1.2,0
2,3,1,6,5,28,9.3,1
2,2,1,4,4,69,10.4,0
4,1,0,3,2,35,13,0
3,1,0,3,1,26,4.1,1
3,2,1,6,2,11,1.9,0
3,4,1,2,2,15,5.1,1
2,2,1,3,2,41,3.3,0
5,3,0,5,3,60,17,1
3,4,1,3,3,22,9.8,0
5,4,1,2,4,21,1.3,1
3,5,1,5,2,47,10.3,0
4,2,1,4,2,45,2.3,1
1,1,0,6,2,36,9,0
1,1,1,5,4,28,6.8,0
2,1,0,4,5,65,7.4,0
3,1,1,6,1,43,14.7,0
2,1,1,5,2,48,11.5,0
5,2,0,5,5,185,24.9,1
4,4,1,5,2,52,1.7,0
3,5,0,3,3,76,6.2,0
5,3,1,6,3,39,18.8,1
5,5,1,4,4,30,11.5,1
5,1,1,4,2,65,29.3,0
3,3,0,4,3,24,14.3,0
1,1,0,6,4,103,3.6,0
4,3,0,5,3,44,7.5,0
3,1,1,6,2,9,19.6,0
5,3,1,6,5,12,3.2,0
1,2,1,4,1,20,8.9,0
5,4,0,3,3,31,23.3,0
3,1,0,4,3,92,6.9,0
1,4,0,3,2,26,5.3,0
5,2,0,3,3,32,4.1,0
4,4,0,6,3,27,12.8,0
3,1,1,4,2,113,11.1,0
4,1,1,6,1,35,2.6,0
1,2,0,2,2,13,11.5,1
3,2,1,5,2,62,9.3,0
4,4,1,3,1,23,12,0
1,2,0,3,1,24,18.5,0
4,1,0,4,4,65,5.9,0
3,2,0,2,4,19,2,0
4,4,0,6,1,9,4.2,0
1,1,1,3,2,50,10.1,0
1,2,1,5,4,192,14.3,0
3,2,1,3,4,53,6.9,1
1,1,0,4,1,35,15.2,0
2,1,1,6,2,56,9.5,0
3,1,0,5,2,142,8.1,0
5,3,1,3,3,30,11.9,1
3,5,0,4,3,19,5.4,0
3,4,0,5,1,35,6.8,1
1,2,0,2,1,15,13.8,0
4,5,0,5,1,31,22,0
4,2,0,5,2,27,5.9,1
1,1,0,5,4,27,3.4,0
4,2,1,6,2,193,24.4,0
4,4,1,4,3,39,0.9,0
1,1,0,4,5,46,6.9,0
1,4,0,5,3,79,29.2,0
4,4,0,3,2,32,8.9,1
3,1,1,3,3,46,15.9,0
2,1,1,4,4,202,10.1,1
3,1,1,2,4,20,1.6,0
1,4,1,4,3,94,8.7,0
3,1,0,6,2,142,13.3,0
5,2,0,4,4,21,10,1
5,5,0,4,5,67,8.4,0
2,3,0,6,1,9,5.7,0
5,2,0,6,1,12,11.8,0
1,1,0,6,2,21,14.8,0
5,5,0,4,5,76,7,1
5,2,1,3,5,46,8.7,1
4,4,1,3,1,22,12.3,1
5,4,1,4,5,34,6,1
3,1,0,6,4,57,0.1,1
3,3,0,2,2,36,15.4,0
2,2,1,6,2,14,5.4,0
5,5,1,5,3,46,3.3,0
3,2,1,5,1,123,3.5,0
1,1,0,6,1,36,8.3,0
2,3,0,3,1,27,5.8,1
4,3,0,5,1,157,11.3,0
3,1,0,2,2,16,13,1
5,2,0,6,1,68,18.3,0
5,5,0,4,2,29,26.4,1
2,2,0,2,4,61,6,1
5,5,1,5,4,129,0.4,0
3,1,1,6,3,72,6.6,0
2,2,0,2,4,21,18,0
3,2,1,2,2,26,20.9,1
2,1,1,4,2,76,11,1
1,1,1,3,3,46,3,0
2,4,0,6,1,48,10.5,0
1,3,1,4,1,35,6.7,0
5,3,0,5,3,47,8.1,0
1,3,0,3,2,22,18.7,1
5,5,1,3,3,28,7.3,0
1,1,0,4,3,65,12.3,1
1,4,1,3,2,30,15.6,0
1,2,1,5,4,11,7.2,0
2,1,0,6,3,11,10.5,0
4,3,0,3,3,42,11.9,1
1,1,1,6,1,9,17.4,0
5,3,1,2,4,26,7.4,1
5,4,0,2,2,24,13.6,0
1,1,0,4,4,31,8.5,0
3,3,1,5,4,77,15.3,0
1,1,0,6,1,42,10.9,0
2,5,0,4,2,27,12.5,1
1,3,1,6,2,191,9.7,0
1,1,0,6,1,10,2,0
1,3,1,5,4,116,7,0
1,1,1,3,4,15,5,1
4,5,1,4,3,97,4.2,0
3,3,0,3,4,66,6.1,0
1,1,1,4,4,46,6.3,0
3,4,1,4,3,70,4.4,0
3,1,0,4,2,31,4.2,0
2,3,1,6,5,66,15.6,0
4,2,1,2,1,17,5.9,0
1,4,0,4,4,76,18.8,1
2,3,0,4,4,97,3.9,1
2,5,1,2,3,35,20.3,1
3,2,0,3,4,66,8.3,0
1,2,0,5,1,157,10.8,0
2,2,1,6,4,14,9.3,1
2,1,1,4,1,21,7.3,0
4,4,0,5,4,38,7,0
5,5,0,5,4,10,18.4,0
1,3,1,2,3,24,16,0
2,3,0,3,2,19,4.8,0
1,2,1,6,2,9,15.1,0
2,2,1,5,3,49,14.1,0
2,4,1,3,2,31,7.8,1
2,3,1,5,2,44,4.1,0
1,1,1,6,1,9,3.1,0
1,1,1,6,5,9,13.4,0
4,5,0,4,3,39,8,0
5,2,1,4,4,115,19.8,0
4,2,0,3,2,36,5.2,0
3,3,1,4,1,62,5.3,0
